"Title","Release Year","Locations","Fun Facts","Production Company","Distributor","Director","Writer","Actor 1","Actor 2","Actor 3","lat","lng"
"So I Married an Axe Murderer","1993","San Francisco Chronicle (901 Mission Street at 15th Street)","The paper is called the San Francisco Globe in the movie.","TriStar Pictures","TriStar Pictures","Thomas Schlamme","Robbie Fox","Mike Myers","Nancy Travis","","37.7821582","-122.4065832"
"A Night Full of Rain","1978","Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","","37.7923897","-122.4104443"
"A Night Full of Rain","1978","Embarcadero Freeway","Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","","37.7876159","-122.2495915"
"A Night Full of Rain","1978","Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","","37.7923897","-122.4104443"
"A Night Full of Rain","1978","San Francisco Chronicle (901 Mission Street at 15th Street)","The San Francisco Zodiac Killer of the late 1960s sent his notes and letters to the Chronicle's offices.","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","","37.7821582","-122.4065832"
"A Night Full of Rain","1978","Broadway (North Beach)","","Liberty Film","Warner Bros. Pictures","Lina Wertmuller","Lina Wertmuller","Candice Bergen","Giancarlo Gianni","","37.7959394","-122.4218895"
"Another 48 Hours","1990","","","Eddie Murphy Productions","Paramount Pictures","Walter Hill","Walter Hill","Eddie Murphy","Nick Nolte","","37.7749295","-122.4194155"
"Another 48 Hours","1990","","","Eddie Murphy Productions","Paramount Pictures","Walter Hill","Walter Hill","Eddie Murphy","Nick Nolte","","37.7749295","-122.4194155"
"Ant-Man","2015","Broadway between Powell and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.796504","-122.4100932"
"Birth of the Dragon","2016","Grant between Bush and Broadway","","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi ","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia","37.7906994","-122.4056117"
"Ant-Man","2015","Market between Stuart and Van Ness","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7841403","-122.420773"
"Ant-Man","2015","601 Buena Vista Ave West at Java St.","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.766921","-122.4440326"
"Ant-Man","2015","Intersection of California at Polk","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7761765","-122.4186287"
"Ant-Man","2015","Lombard at Hyde","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.8020026","-122.4196461"
"Ant-Man","2015","Pine between Kearney and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7749295","-122.4194155"
"Ant-Man","2015","California between Kearney and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7749295","-122.4194155"
"Ant-Man","2015","Intersection of Broadway at Kearney","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7884721","-122.3987098"
"Ant-Man","2015","Columbus between Bay and Washington","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.8055409","-122.4175288"
"Ant-Man","2015","Treasure Island, Building #1, Ave of the Palms","Aerial and exterior shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","",""
"Ant-Man","2015","420 Jones St. at Ellis St.","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7852042","-122.412723"
"Ant-Man","2015","Conzelman Rd at McCollough Rd and down Conzelman Rd.","Aerial shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari","Michael Douglas","Paul Rudd","","37.8277521","-122.4995999"
"Ant-Man","2015","California between Kearney and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7749295","-122.4194155"
"Ant-Man","2015","Conzelman Rd at McCollough Rd and down Conzelman Rd.","Aerial shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.8277521","-122.4995999"
"Ant-Man","2015","Lombard at Hyde","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.8020026","-122.4196461"
"Ant-Man","2015","601 Buena Vista Ave West at Java St.","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.766921","-122.4440326"
"Ant-Man","2015","420 Jones St. at Ellis St.","","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7852042","-122.412723"
"Ant-Man","2015","Broadway between Powell and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.796504","-122.4100932"
"Ant-Man","2015","Columbus between Bay and Washington","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.8055409","-122.4175288"
"Ant-Man","2015","Pine between Kearney and Davis","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7749295","-122.4194155"
"Ant-Man","2015","Market between Stuart and Van Ness","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7841403","-122.420773"
"Ant-Man","2015","Grant between Bush and Broadway","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7906994","-122.4056117"
"Ant-Man","2015","Intersection of Broadway at Kearney","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7884721","-122.3987098"
"Ant-Man","2015","Intersection of California at Polk","Driving shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","37.7761765","-122.4186287"
"Ant-Man","2015","Treasure Island, Building #1, Ave of the Palms","Aerial and exterior shots","PYM Particles Productions, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Gabriel Ferrari ","Michael Douglas","Paul Rudd","","",""
"Ant-Man and the Wasp","2018","Montgomery btwn Broadway and Pacific","Car stunt scene","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7925153","-122.4382307"
"Ant-Man and the Wasp","2018","Saint Louis Alley at Jackson","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7959803","-122.4071138"
"Ant-Man and the Wasp","2018","Jones St btwn Sacramento and Pine","Stunt scene involving car flip","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.79054989999999","-122.4141127"
"Ant-Man and the Wasp","2018","Leavenworth St at Lombard St","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.8022202","-122.4180049"
"Ant-Man and the Wasp","2018","Jones St btwn Green and Pacific","Stunt scene involving car jump","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7942592","-122.4146993"
"Ant-Man and the Wasp","2018","Russian Hill","VFX and B-roll Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.80105959999999","-122.4194486"
"Ant-Man and the Wasp","2018","Laguna St btwn Jackson and Broadway","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.79315","-122.4295"
"Chance Season 2","2017","Jefferson St at Taylor St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee","37.8082214","-122.4158081"
"Ant-Man and the Wasp","2018","Geary St - Hyde St - Ellis St","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7844584","-122.4160959"
"Ant-Man and the Wasp","2018","Bush St at Mason St","VFX Plate Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7899599","-122.4104554"
"Ant-Man and the Wasp","2018","California St btwn Mason and Leavenworth","Stunt scene involving car flip","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7911022","-122.4159456"
"Ant-Man and the Wasp","2018","544 Jones","VFX Plate Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7863656","-122.412866"
"Ant-Man and the Wasp","2018","Java St","VFX Plate Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7668505","-122.4439176"
"Ant-Man and the Wasp","2018","Montgomery btwn Green and Pacific","Stunt scene involving weaving car","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7925153","-122.4382307"
"Ant-Man and the Wasp","2018","Pier 27","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.8053331","-122.4011537"
"Venom","2018","Financial District","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed","37.7945742","-122.3999445"
"Ant-Man and the Wasp","2018","490 Geary St","VFX Plate Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7871218","-122.4113976"
"Ant-Man and the Wasp","2018","Lombard St btwn Polk and Leavenworth","Stunt driving scene","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.802139","-122.41874"
"Ant-Man and the Wasp","2018","Westar Marine Services, Pier 50","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7741457","-122.3844933"
"Ant-Man and the Wasp","2018","Vallejo St btwn Montgomery and Davis","Stunt scene involving weaving car","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.7967779","-122.4229762"
"Ant-Man and the Wasp","2018","Powell St btwn North Point and Embarcadero","Location of film headquarters","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.8059758","-122.4118936"
"Ant-Man and the Wasp","2018","Missouri St at 18th St","VFX Plate Shots, chase scene","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.762585","-122.3965523"
"Ant-Man and the Wasp","2018","Telegraph Hill/North Beach","VFX and B-roll Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.8013407","-122.4056674"
"Ant-Man and the Wasp","2018","Little Embarcadero btwn Powell and Mason","","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas","37.80527230000001","-122.4152298"
"Around the Fire","1998","Ocean Beach","On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007.","Paradigm Studio","Ardustry Home Entertainment","John Jacobsen","John Comerford","Tara Reid","","","37.75939210000001","-122.510734"
"Around the Fire","1998","Ocean Beach","On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007. ","Paradigm Studio","Ardustry Home Entertainment","John Jacobsen","John Comerford","Tara Reid","","","37.75939210000001","-122.510734"
"Magnum Force","1973","San Francisco International Airport","SFO has a museum dedicated to aviation history. ","The Malpaso Company","Warner Bros. Pictures","Ted Post","John Milius","Clint Eastwood","Hal Holbrook","Mitchell Ryan","37.6213129","-122.3789554"
"A Smile Like Yours","1997","75 California Street","","Paramount Pictures","Paramount Pictures","Keith Samples","Keith Samples & Kevin Meyer","Greg Kinnear","Lauren Holly","","37.7932094","-122.3972563"
"The Wedding Planner","2001","Grace Cathedral Episcopal Church (1100 California Street)","Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.","Columbia Pictures","Sony Pictures Entertainment","Adam Shankman","Pamela Falk","Jennifer Lopez","Matthew McConaughey","","37.7919185","-122.4130261"
"A Smile Like Yours ","1997","Hills Brothers Plaza (Embarcadero at Harrison Street)","","Paramount Pictures","Paramount Pictures","Keith Samples","Keith Samples & Kevin Meyer","Greg Kinnear","Lauren Holly","","37.7899545","-122.389913"
"A Smile Like Yours","1997","75 California Street","","Paramount Pictures","Paramount Pictures","Keith Samples","Keith Samples & Kevin Meyer","Greg Kinnear","Lauren Holly","","37.7932094","-122.3972563"
